Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Gift Card,Variant Weight Unit,Collection
herbal-galaxy-renewal-soap,Herbal Galaxy Renewal Soap,"<p>Experience the invigorating power of nature with our Herbal Galaxy Renewal soap. This unique blend of skin loving, moisturizing ingredients, with beneficial essential oils such as: Shea Butter, Goats Milk and Vanilla provide the wholesome goodness your skin craves. Formulated with the ultimate care, and your skin in mind, our herbal fusion blend will lift your spirits, one blissful lather at a time. Be prepared to unveil soft, radiant, and hydrated skin.</p><p><strong>Ingredients:</strong> Shea Butter, Goats Milk, Honey, Coconut Oil, Vitamin E Oil, Turmeric Oil, Vanilla Oil, Clove Oil, Eucalyptus Oil, Rose Oil, Peppermint Oil, Spirulina Powder, and Natural Preservative.</p><p><strong>Weight:</strong> 7.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Signature Collection, herbal-soap",TRUE,Title,Default Title,HER-HER-BAR-06,206,shopify,0,deny,manual,13.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/herbal-galaxy-renewal-soap/01.jpg,1,Herbal Galaxy Renewal Soap herbal soap by Royal Being,Herbal Galaxy Renewal Soap | Royal Being,"Experience the invigorating power of nature with our Herbal Galaxy Renewal soap. This unique blend of skin loving, moisturizing ingredients, with beneficial essential oils such as: Shea Butter, Goats Milk and Vanilla provide the wholesome goodness your skin craves. Formulated with the ultimate ca",FALSE,g,The Signature Collection
herbal-galaxy-renewal-soap,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/herbal-galaxy-renewal-soap/02.jpg,2,Herbal Galaxy Renewal Soap herbal soap by Royal Being,,,,,
islander,Islander,"<p>Embrace the tropical scents of the Islander. An Herbal soap formulated with mindful scents and a blend of skin loving, moisturizing ingredients such as: Coconut Milk and Bergamot. Scents of the islands, defined by notes of creamy coconut, sun-sweetened mango, and the ocean breeze, treat not only your skin, but also elevate your senses. As you lather, the lush, vacation- inspired aromas offer a luxurious vacation for your body, and evoke a warm, relaxing island getaway for your mind.</p><p><strong>Ingredients:</strong> Coconut Milk, Glycerin, Coconut Oil, Honey, Ylang Ylang Oil, Lime Oil, Lemon Oil, Orange Oil, Spearmint Oil, Bergamot, Oil, Mango Butter, Vanilla Oil, Pineapple Oil, Ginger Oil, Plumeria Oil, Tea Tree Oil, Vetiver Oil Pachouli Oil, Clary Sage Oil, Geranium Oil, Frankincense oil, Sandalwood Oil, and Natural Preservative.</p><p><strong>Weight:</strong> 7.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Signature Collection, herbal-soap",TRUE,Title,Default Title,ISL-HER-BAR-06,206,shopify,0,deny,manual,21.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/islander/01.jpg,1,Islander herbal soap by Royal Being,Islander | Royal Being,"Embrace the tropical scents of the Islander. An Herbal soap formulated with mindful scents and a blend of skin loving, moisturizing ingredients such as: Coconut Milk and Bergamot. Scents of the islands, defined by notes of creamy coconut, sun-sweetened mango, and the ocean breeze, treat not only ",FALSE,g,The Signature Collection
islander,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/islander/02.jpg,2,Islander herbal soap by Royal Being,,,,,
islander,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/islander/03.jpg,3,Islander herbal soap by Royal Being,,,,,
melanin-popping,Melanin Popping,"<p>Experience the cleansing power of African black soap made from organic plantain skins and cocoa pod. This all natural, nutrient-rich herbal bar is celebrated for its deep cleansing, exfoliating, and antibacterial properties. It is enriched with skin loving ingredients that are packed with nourishing botanicals and moisturizers like shea butter, which balances, soothes, and revitalizes most skin types. Melanin Popping is perfect for Brown and Black skin, and is infused with essential oils that balance, moisturize, and cleanse the skin with wholesome goodness and zero harsh chemicals.</p><p><strong>Ingredients:</strong> African Black Soap, Goat Milk, Shea Butter, Coconut Oil, Jojoba Oil, Lavender Oil, Carrot Seed Oil, Geranium Oil, Tea Tree Oil, Frankincense Oil, Myrrh Oil, Turmeric Oil, and Natural Preservative.</p><p><strong>Weight:</strong> 6.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Signature Collection, herbal-soap",TRUE,Title,Default Title,MEL-HER-BAR-05,178,shopify,0,deny,manual,19.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/melanin-popping/01.jpg,1,Melanin Popping herbal soap by Royal Being,Melanin Popping | Royal Being,"Experience the cleansing power of African black soap made from organic plantain skins and cocoa pod. This all natural, nutrient-rich herbal bar is celebrated for its deep cleansing, exfoliating, and antibacterial properties. It is enriched with skin loving ingredients that are packed with nourish",FALSE,g,The Signature Collection
melanin-popping,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/melanin-popping/02.jpg,2,Melanin Popping herbal soap by Royal Being,,,,,
melanin-popping,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/melanin-popping/03.jpg,3,Melanin Popping herbal soap by Royal Being,,,,,
sweet-madagascar,Sweet Madagascar,"<p>Experience the ultimate in skincare with our Sweet Madagascar Herbal soap, enriched with skin loving, moisturizing ingredients and beneficial essential oils such as: Goat Milk, Coconut, and Vanilla oil. Our soap provides a gentle yet effective cleanse, while its scent transports you to the hand-pollinated orchids of Madagascar. Enjoy the sophisticated scents of blended notes of coconut, vanilla, and Ravintsara, which offer pure lathering bliss with zero chemicals.</p><p><strong>Ingredients:</strong> Goat Milk, Coconut Oil, Ravintsara (Cinnamomum Camphora) Oil, Geranium Oil, Vanilla Oil, Jasmine Oil, Saro Oil, Orange Blossom Oil, Ylang Ylang Oil, Clove Oil and Natural Preservative.</p><p><strong>Weight:</strong> 6.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Signature Collection, herbal-soap",TRUE,Title,Default Title,SWE-HER-BAR-06,178,shopify,0,deny,manual,21.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/sweet-madagascar/01.jpg,1,Sweet Madagascar herbal soap by Royal Being,Sweet Madagascar | Royal Being,"Experience the ultimate in skincare with our Sweet Madagascar Herbal soap, enriched with skin loving, moisturizing ingredients and beneficial essential oils such as: Goat Milk, Coconut, and Vanilla oil. Our soap provides a gentle yet effective cleanse, while its scent transports you to the hand-p",FALSE,g,The Signature Collection
sweet-madagascar,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/sweet-madagascar/02.jpg,2,Sweet Madagascar herbal soap by Royal Being,,,,,
sweet-madagascar,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/sweet-madagascar/03.jpg,3,Sweet Madagascar herbal soap by Royal Being,,,,,
the-duchess,The Duchess,"<p>Embody the sophisticated elegance of the Duchess, and channel real-life royalty with our regal herbal soap. This elegant soap with botanical blends of youth exuberance is ideal for the Royal Being. Soak in its crisp, warm, delicate notes which are undeniable to the senses and are sure to garner many compliments. Set as the first step routine in your cleansing ritual, layer it with your favorite fragrance for a long-lasting scent that lasts and lasts. The Duchess is formulated with rich nourishing ingredients such as Goat’s Milk, Mango Butter, and infused with delicate florals such as Lily and Jasmine. Take your time, and take your skincare wellness to new heights with its bright, luminous and uplifting botanicals.</p><p><strong>Ingredients:</strong> Goats Milk, Mango Butter, Organic Lily of the Valley Oil, Jasmine Oil, Bergamot Oil, Sandalwood Oil, Vetiver Oil, Amber Oil, Grape Seed Oil, Vitamin E Oil, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 6.7 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,DUC-HER-BAR-6.7,189,shopify,0,deny,manual,25.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-duchess/01.jpg,1,The Duchess herbal soap by Royal Being,The Duchess | Royal Being,"Embody the sophisticated elegance of the Duchess, and channel real-life royalty with our regal herbal soap. This elegant soap with botanical blends of youth exuberance is ideal for the Royal Being. Soak in its crisp, warm, delicate notes which are undeniable to the senses and are sure to garner m",FALSE,g,The Royal Collection
the-duchess,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-duchess/02.jpg,2,The Duchess herbal soap by Royal Being,,,,,
the-duchess,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-duchess/03.jpg,3,The Duchess herbal soap by Royal Being,,,,,
the-enchanted-garden,The Enchanted Garden,"<p>Get swept up in the wonderful aromas of the Enchanted Garden. This is no ordinary herbal soap. Its luxurious lathers transport your senses into the mythical divine. With skin-loving all natural ingredients such as Coconut, infused with intoxicating essential oils such as Jasmine of the Arabias, the Enchanted Garden will take your breath away; leaving dewy, nourished, and revitalized skin. Beloved for its bright, fairy-like floral aromas, each earthy, floral, and grounding note is pure heaven to the senses. Take your self-care cleansing routine to a whole new realm, with this quintessential herbal bar. Enjoy soft, supple skin with the Enchanted Garden, created specifically with you in mind.</p><p><strong>Ingredients:</strong> Coconut Milk Base, Goats Milk, Rose Absolute Oil, Geranium Oil, Neroli Oil, Cedarwood Oil, Sandalwood Oil, Patchouli Oil, Vetiver Oil, Lavender Oil, Basil Oil, Amber Oil, Warm Oud Oil, Watermelon FO, Lime Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 6.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,ENC-HER-BAR-06,178,shopify,0,deny,manual,21.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-enchanted-garden/01.jpg,1,The Enchanted Garden herbal soap by Royal Being,The Enchanted Garden | Royal Being,"Get swept up in the wonderful aromas of the Enchanted Garden. This is no ordinary herbal soap. Its luxurious lathers transport your senses into the mythical divine. With skin-loving all natural ingredients such as Coconut, infused with intoxicating essential oils such as Jasmine of the Arabias, t",FALSE,g,The Royal Collection
the-enchanted-garden,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-enchanted-garden/02.jpg,2,The Enchanted Garden herbal soap by Royal Being,,,,,
the-enchanted-garden,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-enchanted-garden/03.jpg,3,The Enchanted Garden herbal soap by Royal Being,,,,,
the-enchanted-garden,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-enchanted-garden/04.jpg,4,The Enchanted Garden herbal soap by Royal Being,,,,,
the-enchanted-garden,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-enchanted-garden/05.jpg,5,The Enchanted Garden herbal soap by Royal Being,,,,,
the-reiny,The Reiny,"<p>Captivate your audience with the lingering scents of The Reiny. This clarifying herbal soap ushers you into a Queendom world of royal spotlight. Be the Queen of your castle each day in your bath or shower, as you indulge in a magnificent cleansing ritual. The Reiny lives up to its name in its ingredients - formulated with skin-loving, moisturizing ingredients such Glycerin, Goat’s Milk, Honey, and infused with essential oils such as Bergamot and Ylang Ylang. Allow luxurious lathers that offer captivating aromas to not only embrace your senses, but also to revive and nourish fatigued skin.</p><p><strong>Ingredients:</strong> Glycerin Base, Goat’s Milk, Bergamot Oil, Ylang Ylang Oil, Jasmine Oil, Saffron Oil, Cedarwood Oil, Sandalwood Oil, Orange Oil, Honey, Vanilla Oil, Natural Coloring and Natural Preservative.</p><p><strong>Weight:</strong> 6.7 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,REI-HER-BAR-05,189,shopify,0,deny,manual,21.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-reiny/01.jpg,1,The Reiny herbal soap by Royal Being,The Reiny | Royal Being,"Captivate your audience with the lingering scents of The Reiny. This clarifying herbal soap ushers you into a Queendom world of royal spotlight. Be the Queen of your castle each day in your bath or shower, as you indulge in a magnificent cleansing ritual. The Reiny lives up to its name in its ing",FALSE,g,The Royal Collection
the-reiny,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-reiny/02.jpg,2,The Reiny herbal soap by Royal Being,,,,,
the-reiny,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-reiny/03.jpg,3,The Reiny herbal soap by Royal Being,,,,,
the-reiny,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-reiny/04.jpg,4,The Reiny herbal soap by Royal Being,,,,,
the-rose-garden,The Rose Garden,"<p>Elevate your skincare with the enriching scents of The Rose Garden Herbal soap. Formulated with skin loving, moisturizing ingredients, tantalizing floral scents, and beneficial essential oils. Our unique blend of Goat’s Milk, Honey, and Rose Hip oil is a delightful treat for your skin, and offers a luxurious floral fragrance that uplifts and brightens your mood.</p><p><strong>Ingredients:</strong> Goat Milk, Honey, Rose Hip Powder, Rose Hip Oil, Vanilla Oil, Rose Oil, Clove Oil, and Black Rose & Oud FO.</p><p><strong>Weight:</strong> 6.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Collection, herbal-soap",TRUE,Title,Default Title,ROS-HER-BAR-06,178,shopify,0,deny,manual,19.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-rose-garden/01.jpg,1,The Rose Garden herbal soap by Royal Being,The Rose Garden | Royal Being,"Elevate your skincare with the enriching scents of The Rose Garden Herbal soap. Formulated with skin loving, moisturizing ingredients, tantalizing floral scents, and beneficial essential oils. Our unique blend of Goat’s Milk, Honey, and Rose Hip oil is a delightful treat for your skin, and offers",FALSE,g,The Royal Collection
the-rose-garden,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-rose-garden/02.jpg,2,The Rose Garden herbal soap by Royal Being,,,,,
turmeric-swirl,Turmeric Swirl,"<p>Enjoy the brightening effects of Turmeric Swirl. This Herbal soap is formulated with skin loving, moisturizing ingredients, such Coconut Milk and Turmeric root powder to help even out skin tone, fade scars, brightens dark spots, soothes inflammatory conditions like acne and eczema, and promotes a natural, radiant glow. Utilize once a week for a radiant glow.</p><p><strong>Ingredients:</strong> Coconut Milk, Turmeric root powder, Turmeric Oil, Olive Oil, Shea Butter, Kaolin Clay, Orange Oil, Lavender Oil, and Tea Tree Oil.</p><p><strong>Weight:</strong> 6.7 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Signature Collection, herbal-soap",TRUE,Title,Default Title,TUR-HER-BAR-05,189,shopify,0,deny,manual,11.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/turmeric-swirl/01.jpg,1,Turmeric Swirl herbal soap by Royal Being,Turmeric Swirl | Royal Being,"Enjoy the brightening effects of Turmeric Swirl. This Herbal soap is formulated with skin loving, moisturizing ingredients, such Coconut Milk and Turmeric root powder to help even out skin tone, fade scars, brightens dark spots, soothes inflammatory conditions like acne and eczema, and promotes a",FALSE,g,The Signature Collection
turmeric-swirl,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/turmeric-swirl/02.jpg,2,Turmeric Swirl herbal soap by Royal Being,,,,,
turmeric-swirl,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/turmeric-swirl/03.jpg,3,Turmeric Swirl herbal soap by Royal Being,,,,,
turmeric-swirl,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/turmeric-swirl/04.jpg,4,Turmeric Swirl herbal soap by Royal Being,,,,,
watermelon-fusion,Watermelon Fusion,"<p>Elevate your skincare cleansing routine with our Watermelon Fusion Herbal soap. This luxurious blend of nourishing ingredients such as Goat’s Milk, Peppermint, and Watermelon, is a delightful treat for your skin. Formulated with skin loving ingredients, the wholesome goodness of poppy seeds for exfoliation, and enriched with beneficial essential oils, Watermelon Fusion leaves your skin feeling refreshed, smoother, softer, and radiant, time after time. Let the tantalizing scents of each lather, transport you to a tropical oasis with each use.</p><p><strong>Ingredients:</strong> Goat’s Milk, Oat Milk Base, Coconut Oil, Watermelon Oil, Lavender Oil, Rose Oil, Eucalyptus Oil, Vanilla Oil, Peppermint Oil, Clove Oil, Pink Clay Powder, Poppy Seeds, Watermelon FO, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 6.7 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Signature Collection, herbal-soap",TRUE,Title,Default Title,WM-ORG-BR-04-ST,189,shopify,0,deny,manual,19.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/watermelon-fusion/01.jpg,1,Watermelon Fusion herbal soap by Royal Being,Watermelon Fusion | Royal Being,"Elevate your skincare cleansing routine with our Watermelon Fusion Herbal soap. This luxurious blend of nourishing ingredients such as Goat’s Milk, Peppermint, and Watermelon, is a delightful treat for your skin. Formulated with skin loving ingredients, the wholesome goodness of poppy seeds for e",FALSE,g,The Signature Collection
watermelon-fusion,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/watermelon-fusion/02.jpg,2,Watermelon Fusion herbal soap by Royal Being,,,,,
watermelon-fusion,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/watermelon-fusion/03.jpg,3,Watermelon Fusion herbal soap by Royal Being,,,,,
zen-moment,Zen Moment,"<p>ABOUT TO UNDERGO TEST MODE Go zen with Zen Moment. This botanical Herbal soap ushers you into a tranquil, nature- inspired, spa-like oasis. Formulated with purifying and luxurious blends of nourishing ingredients, Zen gives you the moment of exhale we all seek after a long day. From the soothing touch of lavender to the refreshing pick-up of eucalyptus, Zen Moment turns your everyday routine into a mindful, wholesome ritual. Relax, breathe in, and exhale the wonderful scents of peppermint. A delightful treat for your skin and senses. Zen Moment is a must have in every cleansing routine. Embrace relaxation and mindfulness, as you uncover smoother, softer, radiant, and revitalized skin, time after time.</p><p><strong>Ingredients:</strong> Aloe Vera Base, Coconut Oil Base, Aloe Vera Oil, Lavender Oil, Frankincense Oil, Peppermint Oil, Eucalyptus Oil, Tea Tree Oil, Violet Oil, Natural Coloring and Natural Preservative.</p><p><strong>Weight:</strong> 6.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Signature Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,ZEN-HER-BAR-06,178,shopify,0,deny,manual,19.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/zen-moment/01.jpg,1,Zen Moment herbal soap by Royal Being,Zen Moment | Royal Being,"ABOUT TO UNDERGO TEST MODE Go zen with Zen Moment. This botanical Herbal soap ushers you into a tranquil, nature- inspired, spa-like oasis. Formulated with purifying and luxurious blends of nourishing ingredients, Zen gives you the moment of exhale we all seek after a long day. From the soothing ",FALSE,g,The Signature Collection
zen-moment,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/zen-moment/02.jpg,2,Zen Moment herbal soap by Royal Being,,,,,
zen-moment,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/zen-moment/03.jpg,3,Zen Moment herbal soap by Royal Being,,,,,
zen-moment,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/zen-moment/04.jpg,4,Zen Moment herbal soap by Royal Being,,,,,
zen-moment,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/zen-moment/05.jpg,5,Zen Moment herbal soap by Royal Being,,,,,
bamboozled,Bamboozled,"<p>Step into the wonderful, invigorating world of the Green Bamboo which offers a crisp experience, with the delicate notes of balsam and bamboo reeds. Bring smells of an enchanted forest right into your shower routine. Masculine, powerful, grounding, and unpretentious, our Bamboozled Herbal Soap bar exudes notes that are formulated with skin loving ingredients, and infused with beneficial essential oils. All ethically sourced with intention to offer the best in ultimate skin care. Prepare for a crisp, wild scent, and a refreshing clean.</p><p><strong>Ingredients:</strong> Goat’s Milk, Bamboo FO, Organic Fir Balsam Oil, White Tea Oil, Cedar Wood Oil, Sandalwood Oil, Patchouli Oil, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 7.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Duke Collection, herbal-soap",TRUE,Title,Default Title,BAM-DUK-BAR-07,206,shopify,0,deny,manual,19.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/bamboozled/01.jpg,1,Bamboozled herbal soap by Royal Being,Bamboozled | Royal Being,"Step into the wonderful, invigorating world of the Green Bamboo which offers a crisp experience, with the delicate notes of balsam and bamboo reeds. Bring smells of an enchanted forest right into your shower routine. Masculine, powerful, grounding, and unpretentious, our Bamboozled Herbal Soap ba",FALSE,g,The Royal Duke Collection
bamboozled,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/bamboozled/02.jpg,2,Bamboozled herbal soap by Royal Being,,,,,
bamboozled,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/bamboozled/03.jpg,3,Bamboozled herbal soap by Royal Being,,,,,
woody,Woody,"<p>Wind back time with Woody. The herbal soap with earthy roots. Woody is formulated with skin- loving ingredients such as Goat’s Milk, and all natural essential oils such as Patchouli and Sandalwood to create the ultimate fusion of earthy scents, with a twist of Tobacco Oud. Each ingredient was carefully curated to add mystery, depth, and a remarkably lasting scent with each cleanse. Woody is perfect for the vintage gentleman who loves aromas with a remarkable staying power. Let Woody transport your senses back to the 60’s with its outstanding musk, its nourishing ingredients and its hydrating essence. Experience rich, warm, intense cleanse, one bar at a time.</p><p><strong>Ingredients:</strong> Goat’s Milk, Cedar wood Oil, Sandalwood Oil, Tobacco Oil, Patchouli Oil, Sweet Orange Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 7.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Duke Collection, herbal-soap",TRUE,Title,Default Title,WOO-DUK-BAR-07,206,shopify,0,deny,manual,20.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/woody/01.jpg,1,Woody herbal soap by Royal Being,Woody | Royal Being,"Wind back time with Woody. The herbal soap with earthy roots. Woody is formulated with skin- loving ingredients such as Goat’s Milk, and all natural essential oils such as Patchouli and Sandalwood to create the ultimate fusion of earthy scents, with a twist of Tobacco Oud. Each ingredient was car",FALSE,g,The Royal Duke Collection
woody,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/woody/02.jpg,2,Woody herbal soap by Royal Being,,,,,
woody,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/woody/03.jpg,3,Woody herbal soap by Royal Being,,,,,
the-ethan,The Ethan,"<p>Experience The Ethan, our remarkable Herbal Soap Bar for the enduring man. Carefully crafted with notes that are grounded, strong, and bold. Every ingredient was specifically formulated to deliver an enduring, earthy, fresh experience, with remarkable staying power. Loaded with skin- loving ingredients that are infused with mindful all-natural essential oils. Warm notes like sage, balanced with spicy hints of black pepper, the Ethan evokes an unforgettable shower experience. Experience a rich, warm, and intense cleanse with elevated hydration and well nourished skin.</p><p><strong>Ingredients:</strong> Goat’s Milk, Vanilla Oil, Cedarwood Oil, Sandalwood Oil, Amber Oil, Vetiver Oil, Bergamot Oil, Black Pepper, Fresh Linen FO, Sage Oil, White Tea FO, Eucalyptus Oil, Warm Oud FO, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 7.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Duke Collection, herbal-soap",TRUE,Title,Default Title,ETH-DUK-BAR-07,206,shopify,0,deny,manual,21.99,TRUE,TRUE,active,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-ethan/01.jpg,1,The Ethan herbal soap by Royal Being,The Ethan | Royal Being,"Experience The Ethan, our remarkable Herbal Soap Bar for the enduring man. Carefully crafted with notes that are grounded, strong, and bold. Every ingredient was specifically formulated to deliver an enduring, earthy, fresh experience, with remarkable staying power. Loaded with skin- loving ingre",FALSE,g,The Royal Duke Collection
the-ethan,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-ethan/02.jpg,2,The Ethan herbal soap by Royal Being,,,,,
